business_id,name,yname,yid,latitude,longitude,ylat,ylong,cneighborhood,yprice_category,price_min,ccategory,insp_count,score,ycount,yrating
40151,CAFE ZAZO,Cafe Zazo,cafe-zazo-san-francisco,37.768608,-122.414812,37.768692,-122.4148376,mission,2,$11.00 ,coffeetea,4,93.5,156,4
40185,5A5 STEAK LOUNGE,5A5 Steak Lounge,5a5-steak-lounge-san-francisco-4,37.796921,-122.400039,37.79692903,-122.3998974,financialdistrict,3,$31.00 ,american,2,90.5,1702,4
40197,WAFFLE MANIA LLC,Heart of the City Farmers Market,heart-of-the-city-farmers-market-san-francisco,37.780485,-122.413507,37.780348,-122.413148,downtown,1,$0.00 ,ingredients,2,97,375,4
40212,BORDERLANDS CAFE,Borderlands Cafe,borderlands-cafe-san-francisco-2,37.758997,-122.421344,37.759032,-122.4215105,mission,1,$0.00 ,coffeetea,4,100,234,4
40216,KUISHINBO,Kui Shin Bo,kui-shin-bo-san-francisco-2,37.785018,-122.429587,37.78536838,-122.4293242,pacificheights,2,$11.00 ,japanese,3,84,392,4
40217,PIZZETTA 211,Pizzetta 211,pizzetta-211-san-francisco,37.783758,-122.482885,37.78362796,-122.4829084,richmond,2,$11.00 ,fastfood,2,91,1035,4.5
40227,TSUNAMI MISSION BAY,Tsunami Mission Bay,tsunami-mission-bay-san-francisco,37.775777,-122.394423,37.77580505,-122.3936783,soma,3,$31.00 ,japanese,2,94,480,3
57552,CAFE PRAGUE,Cafe Prague,cafe-prague-san-francisco-4,37.795398,-122.400944,37.76285492,-122.4195251,financialdistrict,2,$11.00 ,european,2,81.5,41,4
57579,BEI JING RESTAURANT,Beijing Restaurant,beijing-restaurant-san-francisco,37.723457,-122.43748,37.723597,-122.437287,mission,2,$11.00 ,chinese,3,76.33,411,3.5
57584,SUSHI CLUB,Sushi Club,sushi-club-san-francisco,37.782954,-122.406771,37.7831294,-122.4067349,soma,2,$11.00 ,japanese,2,83.5,153,2
